Student_Rating,Teaching_Experience,Subject_Expertise_Level,Course_Difficulty,Student_Feedback,Teacher_Availability,Recommendation,Teacher_Name,Subject
5,21,5,1,3,20,1,Ms. Wilson,Literature
7,20,5,5,5,12,3,Ms. Smith,Mathematics
1,14,4,1,2,36,2,Ms. Lee,History
1,20,2,3,4,12,3,Mr. Johnson,Science
5,1,1,3,1,17,1,Ms. Lee,History
2,1,4,5,1,12,1,Ms. Wilson,Art
8,17,4,1,5,36,4,Ms. Smith,Art
3,8,2,1,3,15,3,Mr. Johnson,Art
1,17,4,1,3,27,2,Mr. Brown,Literature
2,21,1,4,3,38,2,Ms. Smith,Mathematics
10,10,2,5,4,35,3,Mr. Johnson,Art
10,6,4,2,4,18,4,Mr. Johnson,Science
7,7,3,4,2,6,3,Ms. Wilson,Science
6,27,1,5,1,13,1,Mr. Brown,Art
8,21,3,4,3,27,3,Mr. Johnson,Art
7,16,1,2,4,14,1,Ms. Wilson,Art
10,25,4,2,4,7,3,Mr. Johnson,Mathematics
8,17,2,4,3,39,2,Ms. Smith,Science
3,7,4,4,5,27,2,Mr. Johnson,Art
6,6,2,2,3,5,3,Ms. Smith,Mathematics
7,25,1,3,1,16,1,Ms. Smith,Mathematics
10,11,5,1,5,33,3,Ms. Smith,History
1,6,3,2,3,10,3,Ms. Wilson,Mathematics
1,18,5,3,4,7,1,Mr. Johnson,Science
7,9,1,2,4,16,3,Mr. Brown,Science
3,4,2,1,3,8,3,Mr. Brown,History
3,9,3,4,4,36,1,Mr. Brown,Literature
5,3,1,5,1,25,1,Ms. Lee,Literature
6,27,3,1,1,39,1,Ms. Lee,Mathematics
2,3,5,4,3,21,3,Mr. Johnson,Mathematics
3,14,1,4,4,21,2,Mr. Johnson,Mathematics
6,27,5,5,3,15,3,Mr. Johnson,Science
3,21,2,4,4,29,2,Mr. Brown,Art
5,24,4,1,2,14,2,Ms. Smith,Science
9,25,1,1,4,29,3,Mr. Johnson,Mathematics
3,4,5,5,5,31,3,Mr. Johnson,Mathematics
6,13,5,3,1,17,3,Mr. Brown,Mathematics
5,16,4,3,4,10,2,Ms. Lee,Science
5,8,2,4,2,34,2,Mr. Johnson,Science
6,14,1,2,4,29,1,Mr. Brown,History
6,26,2,1,1,36,1,Ms. Lee,Science
1,5,3,2,5,8,1,Mr. Johnson,Science
9,25,4,2,4,29,3,Mr. Johnson,History
5,29,2,5,3,15,3,Mr. Johnson,Literature
1,3,5,4,4,1,3,Ms. Smith,Mathematics
8,24,4,1,4,10,4,Mr. Brown,Art
7,15,1,1,4,19,3,Mr. Brown,History
7,5,1,5,2,20,3,Ms. Lee,Literature
5,14,2,5,2,23,1,Mr. Brown,History
1,8,5,4,5,11,2,Ms. Wilson,Mathematics
9,11,5,1,5,19,3,Ms. Smith,Science
9,29,2,4,5,29,2,Ms. Lee,Art
8,26,3,4,5,38,3,Ms. Lee,Literature
5,1,3,4,2,18,2,Mr. Johnson,Science
3,25,2,5,5,23,1,Ms. Lee,Art
8,21,5,1,4,17,3,Ms. Lee,Literature
1,19,1,3,3,26,2,Ms. Smith,Mathematics
3,2,1,4,3,39,3,Ms. Wilson,Mathematics
7,3,5,1,5,26,3,Ms. Smith,History
4,17,4,1,2,6,1,Ms. Wilson,Science
7,22,4,1,5,13,2,Mr. Johnson,Literature
5,7,4,5,1,37,1,Mr. Brown,Science
6,11,2,1,1,37,1,Mr. Johnson,Science
7,26,3,3,3,10,2,Ms. Smith,Literature
10,23,2,3,4,36,1,Ms. Wilson,History
7,16,4,2,5,2,1,Ms. Smith,Literature
7,18,4,1,2,1,3,Ms. Smith,Literature
7,19,5,1,3,12,3,Mr. Brown,Science
7,20,1,3,1,34,1,Ms. Wilson,Art
3,26,5,5,3,29,3,Ms. Lee,Literature
3,23,2,5,2,9,1,Ms. Wilson,Art
7,10,2,2,1,18,2,Mr. Johnson,History
2,12,2,3,5,38,2,Mr. Brown,Literature
2,24,4,4,5,11,1,Mr. Johnson,History
3,25,3,4,5,3,2,Mr. Johnson,Mathematics
4,14,1,4,2,7,2,Ms. Wilson,Art
6,22,3,5,5,30,1,Mr. Johnson,History
8,23,4,1,3,35,1,Mr. Brown,Art
10,8,3,1,4,13,4,Ms. Lee,History
10,7,5,3,4,37,3,Ms. Smith,Mathematics
7,13,5,4,3,6,2,Mr. Brown,Literature
4,13,5,5,1,23,1,Ms. Smith,Science
2,7,3,3,2,21,2,Ms. Smith,Science
2,29,5,3,1,40,1,Ms. Wilson,History
4,13,3,3,3,23,3,Mr. Johnson,History
6,9,2,4,4,12,1,Ms. Wilson,Literature
3,28,3,4,1,23,2,Mr. Johnson,Mathematics
6,26,2,4,4,30,1,Ms. Wilson,Literature
5,6,3,3,2,23,2,Ms. Smith,Literature
5,1,2,5,4,24,2,Ms. Wilson,Mathematics
2,29,3,2,3,10,1,Mr. Brown,Literature
8,19,2,2,4,14,2,Mr. Johnson,Literature
5,21,5,2,4,30,2,Ms. Smith,Art
2,25,2,5,3,11,1,Mr. Brown,History
7,17,1,4,4,16,2,Ms. Lee,History
9,2,1,4,4,32,3,Ms. Smith,History
9,19,1,5,5,26,3,Ms. Wilson,History
1,29,2,5,4,11,1,Ms. Wilson,Science
7,11,4,3,5,33,3,Ms. Lee,History
9,28,4,3,3,25,1,Mr. Johnson,History
6,4,3,4,1,21,2,Ms. Wilson,Literature
1,22,5,2,2,13,2,Ms. Lee,Mathematics
2,23,4,2,3,21,2,Ms. Wilson,Science
4,23,4,4,2,14,1,Mr. Brown,Art
4,2,3,5,5,17,3,Mr. Brown,Science
2,3,3,1,2,22,3,Mr. Johnson,Science
8,17,4,4,4,18,5,Ms. Lee,Literature
2,13,2,1,1,40,3,Ms. Lee,Art
3,17,4,2,1,20,1,Mr. Johnson,Art
4,6,3,5,4,8,2,Ms. Smith,Art
9,20,3,1,2,37,1,Mr. Brown,History
10,11,5,3,5,34,4,Ms. Lee,Literature
1,10,5,4,5,37,2,Ms. Smith,Mathematics
8,16,5,2,5,24,5,Mr. Johnson,History
5,11,3,1,1,10,1,Ms. Lee,History
7,4,4,3,3,36,1,Ms. Lee,Science
8,25,4,1,4,8,3,Ms. Lee,History
5,24,2,1,4,22,3,Mr. Brown,Literature
8,19,1,5,1,32,3,Ms. Lee,Art
10,3,4,5,2,15,2,Mr. Brown,Literature
8,24,2,5,4,13,3,Mr. Brown,Science
9,15,4,1,2,31,2,Ms. Lee,History
2,15,4,3,3,12,1,Ms. Wilson,History
3,14,4,4,4,22,3,Mr. Johnson,Literature
1,29,1,5,1,38,2,Mr. Brown,Art
4,18,1,2,1,37,3,Mr. Johnson,Art
5,10,5,3,3,30,1,Ms. Smith,Art
1,5,5,3,1,30,3,Mr. Johnson,Science
8,6,4,5,5,29,4,Mr. Brown,Literature
2,21,4,4,4,26,3,Ms. Smith,Science
1,12,5,5,4,27,3,Ms. Lee,Mathematics
2,1,5,1,2,7,2,Ms. Smith,Mathematics
5,21,5,4,1,2,3,Ms. Smith,Literature
9,12,3,4,4,25,3,Ms. Smith,Science
9,25,4,1,1,30,3,Ms. Wilson,Art
2,11,3,3,2,27,1,Ms. Wilson,History
2,29,1,5,4,30,3,Mr. Johnson,Literature
3,10,5,4,4,33,3,Ms. Wilson,History
7,2,1,5,4,14,1,Mr. Johnson,Literature
3,15,3,5,1,33,2,Ms. Wilson,Art
1,27,1,5,4,36,2,Mr. Johnson,History
6,19,3,1,2,13,2,Ms. Wilson,Science
3,22,1,2,1,25,1,Ms. Lee,Art
1,19,2,5,1,21,3,Ms. Lee,Mathematics
4,12,3,4,1,16,3,Mr. Johnson,Art
1,22,1,4,5,8,2,Ms. Lee,History
1,23,3,1,3,14,3,Ms. Smith,Science
2,19,2,2,4,12,1,Ms. Lee,Mathematics
10,4,4,4,3,39,3,Mr. Brown,Literature
8,29,2,2,5,30,2,Mr. Brown,Literature
2,29,1,2,4,34,2,Mr. Brown,Art
2,12,1,4,5,36,3,Ms. Lee,History
10,22,5,3,3,15,2,Ms. Smith,Mathematics
10,1,5,2,3,26,1,Ms. Wilson,Art
8,1,3,3,5,15,3,Mr. Brown,Art
6,5,4,1,1,30,1,Ms. Smith,Mathematics
4,24,1,1,5,23,1,Mr. Johnson,Mathematics
3,13,3,1,3,29,2,Ms. Lee,Mathematics
1,17,3,1,2,23,2,Ms. Lee,History
3,17,1,3,4,2,2,Mr. Johnson,Literature
9,28,3,2,2,30,2,Ms. Lee,History
5,1,5,2,2,2,3,Ms. Smith,Mathematics
6,26,2,2,2,33,3,Ms. Wilson,Science
5,17,4,2,4,33,1,Ms. Smith,Science
1,25,4,2,3,37,1,Ms. Smith,Art
10,2,3,5,3,2,3,Mr. Brown,History
1,22,4,3,3,8,1,Ms. Lee,Art
4,11,2,4,4,23,1,Mr. Johnson,Science
3,18,1,5,3,16,2,Ms. Smith,History
8,14,1,5,3,40,1,Ms. Smith,Mathematics
7,13,5,1,4,25,3,Mr. Johnson,Science
7,5,4,5,3,24,1,Mr. Brown,Literature
8,21,4,4,4,29,4,Ms. Smith,Mathematics
10,11,5,1,5,17,5,Ms. Wilson,Mathematics
7,27,5,2,1,8,2,Mr. Brown,History
10,13,1,2,2,10,2,Mr. Johnson,Art
2,16,5,1,4,26,2,Mr. Johnson,Science
4,9,1,1,1,7,3,Mr. Brown,History
6,4,5,4,4,17,3,Mr. Johnson,Literature
3,22,4,3,2,16,2,Mr. Brown,Science
3,4,4,3,1,30,2,Ms. Lee,Literature
6,11,1,4,3,5,2,Ms. Smith,Literature
1,6,5,5,2,6,2,Mr. Brown,Mathematics
1,19,3,4,4,10,2,Mr. Johnson,History
5,20,4,1,2,32,3,Ms. Smith,Mathematics
1,9,2,1,4,15,3,Mr. Johnson,Mathematics
10,1,4,2,2,22,2,Mr. Johnson,Literature
8,23,4,4,1,8,2,Mr. Johnson,Mathematics
2,19,5,2,1,23,2,Mr. Johnson,Science
6,9,5,2,5,7,3,Mr. Johnson,Literature
10,12,1,3,1,22,2,Mr. Brown,Art
10,7,4,5,5,14,4,Ms. Lee,Literature
5,11,4,5,4,36,2,Ms. Smith,Science
10,2,4,4,1,1,3,Mr. Brown,Art
4,11,2,3,4,11,1,Mr. Johnson,Mathematics
1,5,2,5,2,2,3,Ms. Lee,Science
3,16,3,5,3,17,3,Ms. Wilson,Literature
4,15,3,5,3,1,3,Mr. Brown,History
2,17,3,2,5,18,3,Ms. Wilson,Mathematics
2,17,5,1,1,30,1,Mr. Johnson,Mathematics
2,23,4,1,3,39,1,Ms. Smith,Mathematics
1,16,3,1,4,35,3,Ms. Smith,Art
10,12,1,2,5,24,3,Ms. Wilson,History
2,23,1,1,5,33,3,Ms. Lee,History
6,11,5,2,2,30,3,Ms. Smith,Art
3,8,4,5,3,4,2,Ms. Smith,Art
10,8,3,2,5,26,5,Mr. Johnson,Literature
5,12,1,1,2,10,1,Mr. Brown,History
1,23,1,2,3,30,1,Ms. Smith,Science
8,19,1,3,5,37,3,Ms. Wilson,Literature
4,19,5,2,3,11,2,Ms. Smith,Science
9,18,2,1,3,39,2,Mr. Brown,Art
4,1,4,1,1,21,2,Mr. Brown,Literature
2,15,2,4,5,8,1,Mr. Brown,Mathematics
3,16,2,4,4,20,2,Mr. Johnson,Literature
5,24,4,5,1,9,2,Mr. Brown,Mathematics
10,29,3,3,3,33,3,Mr. Brown,Literature
6,22,4,4,1,23,2,Mr. Johnson,History
7,21,4,1,2,13,3,Ms. Lee,Literature
4,17,1,4,1,4,2,Ms. Wilson,Science
7,28,1,4,1,9,1,Ms. Lee,History
10,21,5,1,5,3,4,Ms. Smith,Art
3,26,1,4,4,19,2,Ms. Wilson,Art
7,8,1,4,3,17,1,Mr. Johnson,Science
4,24,1,3,4,39,2,Mr. Johnson,Literature
8,10,2,2,1,26,2,Ms. Lee,Art
9,6,4,3,2,9,1,Ms. Wilson,History
7,2,4,3,4,2,1,Ms. Smith,Literature
8,29,1,1,4,26,3,Mr. Brown,Mathematics
8,2,4,5,2,14,3,Mr. Johnson,History
2,18,5,5,5,39,2,Mr. Brown,Mathematics
9,24,5,1,4,25,5,Ms. Lee,Mathematics
6,12,2,1,3,21,1,Ms. Smith,Science
4,24,2,5,5,3,2,Ms. Smith,Literature
5,8,4,5,1,40,2,Ms. Smith,Mathematics
10,1,2,3,5,39,2,Ms. Wilson,Art
5,13,4,4,5,19,1,Mr. Brown,Science
7,25,3,1,1,9,2,Mr. Johnson,Science
9,10,1,4,1,29,3,Mr. Johnson,Literature
7,4,5,2,1,17,3,Mr. Johnson,Art
9,9,3,5,4,6,5,Ms. Lee,History
4,7,1,2,1,16,2,Ms. Wilson,History
10,19,5,3,4,30,5,Mr. Brown,Art
10,29,3,2,3,14,2,Ms. Smith,Mathematics
4,26,4,1,2,9,3,Mr. Brown,Mathematics
6,10,3,5,4,37,3,Mr. Brown,History
8,3,1,1,4,33,2,Ms. Lee,Mathematics
9,18,5,4,5,11,4,Ms. Smith,Science
1,23,3,3,3,36,3,Mr. Johnson,Literature
1,8,3,1,1,35,1,Ms. Wilson,Literature
8,1,5,5,4,32,2,Ms. Lee,Mathematics
7,23,1,4,1,32,3,Ms. Wilson,Mathematics
9,18,4,1,3,10,1,Ms. Wilson,History
3,7,2,1,3,40,2,Ms. Lee,Science
10,22,2,2,4,35,2,Mr. Brown,History
5,15,5,3,2,21,2,Ms. Wilson,History
3,9,5,1,1,24,3,Ms. Wilson,Mathematics
5,23,3,1,1,38,1,Mr. Brown,History
10,9,5,5,2,15,2,Ms. Smith,Art
1,5,4,2,4,40,2,Mr. Johnson,Literature
4,13,4,2,2,19,1,Ms. Smith,History
6,22,4,2,5,17,2,Ms. Wilson,Literature
2,13,1,3,3,6,3,Mr. Johnson,History
7,22,2,2,5,9,3,Mr. Brown,Mathematics
8,29,2,1,5,31,1,Mr. Johnson,History
1,3,2,4,4,25,1,Mr. Brown,Literature
4,19,5,3,2,35,3,Mr. Brown,Science
4,12,4,5,1,2,3,Mr. Brown,Mathematics
5,17,4,1,1,15,2,Ms. Lee,Art
4,4,4,1,3,20,2,Mr. Brown,History
9,19,1,4,5,28,1,Ms. Lee,Mathematics
7,7,4,4,5,30,1,Mr. Johnson,Science
2,6,2,2,5,4,3,Mr. Johnson,Art
1,14,4,1,3,34,1,Mr. Johnson,Mathematics
9,28,3,2,3,28,2,Ms. Wilson,History
1,25,1,5,2,26,2,Mr. Brown,Art
6,13,3,5,2,21,2,Ms. Lee,Mathematics
2,26,5,2,4,40,3,Ms. Wilson,Mathematics
4,19,4,4,5,13,2,Ms. Lee,Science
6,6,1,2,4,36,2,Ms. Smith,Science
5,25,1,5,4,10,3,Ms. Smith,Science
6,10,4,3,3,27,1,Ms. Smith,Art
3,3,4,5,4,30,3,Mr. Brown,Art
5,9,1,1,5,34,1,Ms. Lee,History
2,3,5,3,2,2,2,Mr. Brown,Science
7,17,4,2,1,26,2,Mr. Brown,Mathematics
3,27,1,1,2,18,3,Mr. Johnson,Science
1,19,1,1,4,17,2,Ms. Wilson,Art
8,14,5,2,4,18,4,Ms. Wilson,Mathematics
8,5,1,3,3,31,2,Mr. Johnson,Science
3,8,5,1,4,9,1,Mr. Johnson,History
7,15,5,4,4,17,2,Ms. Lee,Literature
9,17,2,2,3,3,3,Ms. Lee,History
8,4,5,1,1,27,1,Mr. Johnson,Art
3,10,3,3,5,23,3,Ms. Wilson,History
2,16,4,5,2,23,2,Mr. Johnson,Literature
10,8,4,1,2,17,1,Ms. Lee,Literature
7,11,2,1,3,22,1,Mr. Johnson,Art
7,29,4,5,2,18,3,Ms. Lee,Art
9,22,3,4,1,29,1,Ms. Wilson,History
5,20,5,1,5,32,1,Mr. Brown,Mathematics
4,19,5,1,2,16,3,Ms. Smith,History
8,1,3,2,1,39,2,Ms. Lee,Art
4,10,4,4,1,17,3,Mr. Brown,Science
4,12,3,5,1,21,3,Ms. Wilson,Science
2,24,1,2,3,32,2,Ms. Smith,Mathematics
1,2,5,4,1,21,1,Ms. Smith,History
4,7,5,3,3,24,1,Mr. Brown,Literature
7,19,5,3,2,30,3,Mr. Johnson,Art
9,21,4,2,2,7,1,Ms. Wilson,Literature
9,6,5,3,5,38,4,Ms. Smith,Art
10,12,5,2,4,8,4,Ms. Smith,Literature
1,3,4,5,1,6,3,Mr. Johnson,Art
5,16,5,2,2,18,3,Ms. Wilson,History
7,16,4,5,4,9,1,Mr. Johnson,History
7,22,3,1,1,38,2,Mr. Brown,Literature
10,11,3,2,5,6,5,Ms. Lee,Mathematics
6,7,3,5,1,27,3,Mr. Brown,Art
10,14,5,5,4,27,4,Mr. Johnson,Mathematics
4,10,2,1,1,23,2,Ms. Smith,History
3,13,1,3,2,34,2,Mr. Johnson,Art
9,16,5,3,1,16,2,Ms. Wilson,Art
10,28,3,3,1,6,2,Ms. Smith,Art
4,7,2,3,5,26,2,Ms. Smith,Art
8,18,3,4,5,31,4,Ms. Lee,Science
1,15,1,1,1,36,1,Ms. Smith,Mathematics
7,18,4,2,3,3,1,Ms. Lee,Art
6,15,4,5,5,21,2,Ms. Smith,Literature
1,11,2,1,4,24,2,Ms. Wilson,History
4,11,2,4,2,11,3,Ms. Lee,Science
5,19,1,5,3,20,2,Ms. Smith,Mathematics
8,7,4,3,4,26,5,Ms. Lee,Literature
4,17,4,1,1,3,1,Mr. Brown,Mathematics
3,8,5,5,3,16,2,Ms. Lee,Science
2,20,4,5,3,38,1,Ms. Lee,Mathematics
4,28,4,5,3,33,2,Ms. Wilson,Science
10,6,1,2,5,2,3,Mr. Brown,Science
4,14,3,5,4,25,1,Mr. Brown,Mathematics
10,5,1,3,5,8,3,Ms. Smith,Science
5,1,3,1,3,39,3,Ms. Lee,Mathematics
7,21,1,5,3,13,3,Ms. Wilson,Science
9,21,2,2,4,37,3,Mr. Johnson,Mathematics
2,23,3,3,4,9,3,Mr. Brown,Science
5,25,3,2,4,15,2,Mr. Johnson,Art
10,9,2,5,5,21,1,Ms. Smith,Literature
9,1,1,4,4,40,3,Ms. Lee,Art
3,5,2,2,3,12,3,Ms. Smith,Art
1,20,2,2,4,30,3,Ms. Smith,Literature
2,23,2,2,1,35,2,Ms. Smith,Science
6,5,1,4,3,20,1,Ms. Lee,Literature
5,2,3,3,1,16,3,Ms. Wilson,History
1,16,4,2,3,12,1,Ms. Lee,Mathematics
1,14,5,5,4,35,3,Mr. Johnson,Art
4,27,2,4,5,25,3,Mr. Brown,History
4,4,2,3,3,35,3,Mr. Johnson,Science
6,26,1,5,3,12,3,Mr. Johnson,Science
6,15,1,1,4,29,2,Mr. Brown,History
10,20,1,5,5,11,3,Mr. Johnson,Science
6,26,1,1,5,25,2,Ms. Smith,Literature
1,19,3,4,5,30,1,Mr. Brown,Science
10,11,3,4,2,37,3,Ms. Wilson,Literature
9,28,5,4,1,3,3,Mr. Johnson,Literature
7,5,4,1,1,39,1,Mr. Johnson,Literature
7,8,2,2,5,22,3,Mr. Brown,Art
7,16,1,3,1,32,3,Ms. Wilson,Mathematics
2,2,2,3,1,22,2,Ms. Wilson,Mathematics
2,15,2,3,1,26,2,Mr. Johnson,History
6,14,2,3,4,35,2,Mr. Johnson,Mathematics
7,27,4,5,1,12,2,Ms. Smith,Mathematics
3,2,4,3,5,32,2,Mr. Johnson,Literature
4,25,4,5,4,16,1,Ms. Wilson,Mathematics
3,29,3,2,4,22,1,Ms. Lee,Art
7,5,2,4,5,21,1,Ms. Smith,History
7,28,1,2,2,21,2,Ms. Smith,Science
4,2,1,3,3,28,3,Mr. Johnson,Mathematics
7,2,3,5,1,13,2,Ms. Smith,History
5,3,3,3,3,1,3,Ms. Lee,Literature
1,9,5,5,3,23,2,Mr. Brown,Mathematics
10,22,5,4,1,29,2,Mr. Brown,Science
4,17,4,5,2,26,3,Ms. Smith,Art
7,16,3,1,4,23,3,Mr. Johnson,Literature
2,26,3,4,2,20,3,Mr. Brown,Science
2,19,5,3,2,32,1,Mr. Brown,Art
1,5,4,3,3,19,3,Mr. Johnson,Art
2,4,2,3,3,22,1,Mr. Brown,Art
10,5,1,3,1,11,1,Ms. Smith,Mathematics
8,1,2,2,4,35,1,Ms. Wilson,Art
8,17,3,2,5,31,4,Mr. Johnson,Literature
8,18,2,2,3,8,1,Ms. Smith,Mathematics
1,25,5,2,4,28,2,Ms. Smith,History
1,19,5,4,4,8,2,Ms. Wilson,Mathematics
10,8,2,4,4,8,2,Ms. Smith,Mathematics
4,16,2,2,5,10,1,Mr. Brown,Literature
6,13,5,5,4,22,3,Ms. Lee,Literature
8,26,4,2,2,36,2,Mr. Johnson,History
2,19,4,1,5,17,3,Mr. Brown,Art
3,3,3,3,5,9,1,Mr. Brown,Literature
6,15,1,5,3,8,2,Ms. Wilson,Art
10,12,5,2,1,40,3,Ms. Smith,Art
4,15,2,3,3,7,2,Ms. Smith,Science
2,9,1,4,4,9,2,Mr. Brown,Art
7,9,3,5,1,27,1,Ms. Lee,Literature
4,27,3,3,2,1,1,Ms. Wilson,Art
8,14,1,5,5,18,3,Ms. Lee,Art
8,2,5,2,1,1,1,Ms. Lee,Science
7,24,3,5,3,38,1,Ms. Wilson,Art
10,16,4,5,1,33,2,Ms. Lee,History
9,27,2,2,4,34,3,Mr. Brown,Mathematics
4,11,1,3,5,11,3,Ms. Smith,Science
7,25,1,4,4,9,2,Mr. Brown,Mathematics
10,29,4,5,2,12,3,Ms. Wilson,Mathematics
10,23,3,1,1,12,3,Mr. Johnson,History
1,24,3,3,3,21,3,Mr. Brown,Mathematics
4,17,3,1,4,25,1,Ms. Wilson,Science
2,28,1,4,1,39,1,Ms. Wilson,Mathematics
9,12,2,3,2,40,1,Mr. Johnson,Science
5,2,1,1,4,20,3,Ms. Wilson,Mathematics
3,29,1,4,3,13,3,Mr. Johnson,Art
4,8,4,1,1,28,2,Ms. Wilson,Science
6,16,4,5,2,36,1,Ms. Wilson,Science
10,3,4,1,2,35,2,Ms. Lee,Mathematics
1,23,2,3,4,27,3,Ms. Smith,Science
7,7,5,4,4,21,1,Ms. Smith,Mathematics
8,24,4,4,3,14,2,Ms. Lee,History
7,24,3,3,1,25,3,Ms. Lee,Art
7,8,1,5,3,28,3,Ms. Wilson,Literature
9,21,5,2,2,24,1,Ms. Lee,Literature
4,17,4,5,4,32,2,Mr. Brown,Art
7,25,5,4,2,30,2,Mr. Johnson,Literature
9,27,4,4,4,8,5,Mr. Brown,History
5,11,1,5,2,31,3,Mr. Brown,Art
2,12,1,3,1,28,2,Mr. Johnson,History
5,25,3,2,3,23,1,Mr. Brown,Art
4,22,2,3,3,33,2,Mr. Johnson,Literature
8,25,3,1,3,16,1,Ms. Lee,Art
5,7,2,2,2,6,2,Ms. Smith,Science
9,20,4,5,3,2,3,Mr. Johnson,Art
9,10,2,2,1,36,3,Mr. Johnson,Literature
3,10,1,4,4,12,1,Ms. Lee,Mathematics
10,4,2,4,3,40,3,Mr. Johnson,History
6,17,2,4,1,33,2,Ms. Lee,History
6,9,3,3,4,5,2,Mr. Johnson,Mathematics
4,22,4,3,1,19,2,Ms. Smith,Literature
10,15,2,4,3,11,3,Ms. Smith,Science
3,23,4,5,5,36,1,Ms. Wilson,Art
1,2,4,5,4,14,1,Mr. Johnson,History
7,11,2,5,4,18,3,Ms. Smith,Mathematics
5,3,4,5,4,3,1,Ms. Lee,History
10,20,5,5,3,25,1,Mr. Johnson,History
7,19,1,5,2,11,2,Mr. Johnson,History
1,10,3,3,2,10,3,Mr. Johnson,Art
8,29,1,3,3,7,2,Ms. Wilson,Science
3,28,3,2,3,17,3,Mr. Johnson,History
7,9,2,2,3,29,1,Ms. Lee,Science
3,8,4,4,4,20,3,Mr. Brown,Mathematics
3,16,3,5,4,21,2,Mr. Brown,Science
10,13,2,4,3,25,1,Ms. Wilson,Literature
9,2,2,1,1,38,1,Ms. Smith,History
2,15,3,1,3,26,3,Ms. Lee,Science
4,25,2,3,5,4,3,Mr. Brown,Science
6,11,3,3,1,18,1,Ms. Smith,Science
3,24,4,4,2,3,2,Ms. Wilson,Art
10,4,4,2,5,1,3,Ms. Smith,Mathematics
10,3,1,5,3,8,2,Mr. Johnson,History
7,4,5,3,5,21,3,Mr. Johnson,Science
7,2,5,1,4,24,1,Ms. Lee,Literature
5,8,2,3,1,39,3,Ms. Wilson,Art
3,6,3,5,1,2,2,Mr. Johnson,Science
2,10,1,5,1,12,2,Mr. Brown,Mathematics
4,17,2,3,4,20,1,Ms. Lee,Mathematics
4,7,4,1,1,6,1,Ms. Lee,Art
8,20,5,3,1,2,3,Mr. Brown,Literature
8,13,4,3,4,23,4,Ms. Smith,Mathematics
5,11,2,4,2,1,2,Ms. Lee,Science
6,20,2,1,2,8,1,Ms. Wilson,History
8,5,2,2,1,32,2,Mr. Johnson,Literature
1,27,1,2,4,19,2,Mr. Johnson,Art
5,24,1,3,4,17,2,Ms. Wilson,Mathematics
4,10,3,4,3,9,1,Mr. Johnson,Art
4,2,3,1,3,37,3,Mr. Johnson,Science
2,23,5,4,2,16,1,Mr. Johnson,History
10,9,2,3,4,4,2,Ms. Lee,Literature
1,24,4,3,4,26,3,Ms. Smith,Science
6,26,2,5,1,3,1,Ms. Lee,Science
7,26,1,5,4,12,1,Ms. Lee,Literature
5,18,2,2,4,39,1,Ms. Wilson,Art
8,4,2,3,4,32,1,Ms. Smith,History
9,17,2,5,1,15,1,Mr. Brown,Science
2,20,2,5,3,31,3,Mr. Brown,Literature
4,5,3,5,4,32,3,Mr. Brown,Art
9,6,3,3,4,8,4,Ms. Wilson,Science
5,2,5,5,3,23,2,Mr. Brown,Mathematics
3,21,5,5,1,29,3,Ms. Smith,Mathematics
6,5,3,5,3,13,3,Mr. Johnson,History
3,20,1,4,2,26,2,Mr. Brown,Science
5,24,5,4,4,14,2,Ms. Lee,Mathematics
3,26,1,1,3,32,3,Ms. Wilson,Art
6,23,2,4,2,23,3,Ms. Wilson,Science
10,12,2,1,2,30,2,Mr. Brown,Science
5,27,3,5,5,24,1,Ms. Lee,Mathematics
9,11,2,3,1,22,3,Mr. Johnson,Art
3,18,3,4,2,27,1,Ms. Wilson,Mathematics
6,8,5,2,1,3,3,Ms. Smith,Science
8,14,2,4,3,13,1,Ms. Lee,Mathematics
7,24,4,1,3,5,2,Mr. Johnson,Art
6,14,5,1,1,6,1,Ms. Smith,Mathematics
2,21,1,5,4,22,3,Ms. Lee,Literature
7,23,4,5,3,11,3,Ms. Wilson,History
8,4,4,4,3,17,1,Ms. Lee,Literature
1,5,3,3,3,8,2,Ms. Smith,Science
9,14,3,5,4,23,3,Ms. Lee,Art
4,14,1,5,2,18,2,Ms. Smith,Science
8,3,1,2,3,28,2,Ms. Lee,Literature
10,28,5,4,5,33,4,Ms. Lee,Mathematics
7,4,3,5,4,21,2,Mr. Johnson,Science
10,20,3,2,2,19,3,Mr. Brown,Literature
7,7,2,1,1,27,3,Mr. Brown,Literature
2,26,5,4,4,40,3,Mr. Johnson,Art
1,26,3,3,2,29,3,Ms. Lee,History
4,10,3,3,2,7,2,Ms. Wilson,Art
2,12,1,2,1,37,2,Ms. Smith,Art
8,29,5,3,3,17,3,Ms. Lee,History
10,17,4,1,4,4,4,Ms. Wilson,History
7,23,1,2,4,38,3,Ms. Smith,Art
8,21,5,1,4,25,3,Ms. Lee,Literature
6,14,2,3,1,4,3,Mr. Brown,Literature
1,8,4,4,1,8,3,Mr. Johnson,Mathematics
9,11,1,5,3,28,2,Ms. Wilson,Literature
6,8,3,1,2,6,1,Ms. Wilson,History
10,22,5,5,5,11,3,Ms. Lee,Science
1,19,3,1,1,38,2,Mr. Brown,Art
1,18,1,4,1,7,3,Ms. Lee,Art
8,25,1,4,3,25,2,Mr. Brown,Art
6,8,1,4,5,5,2,Ms. Smith,History
8,16,5,5,5,5,3,Ms. Wilson,Art
